Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.,Date,Payload,Users
HTTP Request,11319981,5,5,9,11,17,0,223,0.00%,10483.5,1812.1,3.22,1628841142,50,60
HTTP Request,11321955,5,5,9,11,17,0,692,0.00%,10485.0,1812.3,3.25,1628843097,50,60
HTTP Request,11139653,5,5,9,11,18,0,1027,0.00%,10316.7,1783.3,3.28,1628844997,50,60
HTTP Request,11386709,5,5,9,11,17,0,345,0.00%,10545.2,1822.8,3.27,1628846806,50,60
HTTP Request,11389176,5,5,9,11,17,0,277,0.00%,10547.4,1823.1,3.18,1628848647,50,60
